2025-04-01T12:42:13Z|copy_multiple_videos_to_project.stdout_success||complete||8 videos copied to project.
2025-04-01T19:25:03Z|ROI_definitions||CLASS_INIT||video_path: C:/Users/User/Desktop/Tank1b_o1-o2_control\God20\project_folder\videos\7Sept24_Tank1_Midday_pt2_1080p.mp4, config_path: C:/Users/User/Desktop/Tank1b_o1-o2_control/God20/project_folder/project_config.ini
2025-04-01T19:25:11Z|ROI_definitions||CLASS_INIT||video_path: C:/Users/User/Desktop/Tank1b_o1-o2_control\God20\project_folder\videos\7Sept24_Tank1_Midday_pt1_1080p.mp4, config_path: C:/Users/User/Desktop/Tank1b_o1-o2_control/God20/project_folder/project_config.ini
2025-04-01T19:25:26Z|ROI_definitions.stdout_success||complete||ROI definitions saved for video: 7Sept24_Tank1_Midday_pt1_1080p
2025-04-01T19:25:57Z|ROIFeatureCreator||CLASS_INIT||append_data: True, data_path: None, body_parts: ['bodypart16', 'bodypart2'], config_path: C:/Users/User/Desktop/Tank1b_o1-o2_control/God20/project_folder/project_config.ini
2025-04-01T19:25:57Z|ROIFeatureCreator||CLASS_INIT||append_data: True, data_path: None, body_parts: ['bodypart16', 'bodypart2'], config_path: C:/Users/User/Desktop/Tank1b_o1-o2_control/God20/project_folder/project_config.ini, animal: Animal_1, cnt: 1, bp: bodypart2
2025-04-01T19:26:29Z|.stdout_success||complete||ROI features analysed for 8 videos
2025-04-01T19:48:09Z|SimbaProjectPopUp.stdout_success||complete||Loaded project C:/Users/User/Desktop/Tank1b_o1-o2_control/God20/project_folder/project_config.ini
2025-04-01T19:48:36Z|InferenceValidation||CLASS_INIT||clf_path: C:/Users/User/Desktop/Results/Results/models/validations/Hover.sav, input_file_path: C:/Users/User/Desktop/Tank1b_o1-o2_control/God20/project_folder/csv/features_extracted/6Sept24_Tank1_Dawn_pt1_1080p.csv, config_path: C:/Users/User/Desktop/Tank1b_o1-o2_control/God20/project_folder/project_config.ini
2025-04-01T19:48:37Z|InferenceValidation.FeatureNumberMismatchError||error||SIMBA FEATURE NUMBER MISMATCH ERROR: Mismatch in the number of features in input file C:/Users/User/Desktop/Tank1b_o1-o2_control/God20/project_folder/csv/features_extracted/6Sept24_Tank1_Dawn_pt1_1080p.csv, and what is expected by the model Hover. The model expects 885 features. The data contains 873 features.
2025-04-02T13:58:05Z|SimbaProjectPopUp.stdout_success||complete||Loaded project C:/Users/User/Desktop/Tank1b_o1-o2_control/God20/project_folder/project_config.ini
2025-04-02T14:00:45Z|InferenceValidation||CLASS_INIT||clf_path: C:/Users/User/Desktop/validations/Swim.sav, input_file_path: C:/Users/User/Desktop/Tank1b_o1-o2_control/God20/project_folder/csv/features_extracted/6Sept24_Tank1_Dawn_pt1_1080p.csv, config_path: C:/Users/User/Desktop/Tank1b_o1-o2_control/God20/project_folder/project_config.ini
2025-04-02T14:00:47Z|InferenceValidation.FeatureNumberMismatchError||error||SIMBA FEATURE NUMBER MISMATCH ERROR: Mismatch in the number of features in input file C:/Users/User/Desktop/Tank1b_o1-o2_control/God20/project_folder/csv/features_extracted/6Sept24_Tank1_Dawn_pt1_1080p.csv, and what is expected by the model Swim. The model expects 885 features. The data contains 873 features.
2025-04-02T14:02:24Z|check_file_exist_and_readable.NoFilesFoundError||error||SIMBA NO FILES FOUND ERROR: C:/Users/User/Desktop/Tank1b_o1-o2_control\God20\project_folder\csv\validation\6Sept24_Tank1_Dawn_pt1_1080p.csv is not a valid file path
2025-04-02T14:02:28Z|InferenceValidation||CLASS_INIT||clf_path: C:/Users/User/Desktop/validations/Swim.sav, input_file_path: C:/Users/User/Desktop/Tank1b_o1-o2_control/God20/project_folder/csv/features_extracted/6Sept24_Tank1_Dawn_pt1_1080p.csv, config_path: C:/Users/User/Desktop/Tank1b_o1-o2_control/God20/project_folder/project_config.ini
2025-04-02T14:02:29Z|InferenceValidation.FeatureNumberMismatchError||error||SIMBA FEATURE NUMBER MISMATCH ERROR: Mismatch in the number of features in input file C:/Users/User/Desktop/Tank1b_o1-o2_control/God20/project_folder/csv/features_extracted/6Sept24_Tank1_Dawn_pt1_1080p.csv, and what is expected by the model Swim. The model expects 885 features. The data contains 873 features.
2025-04-02T14:15:16Z|ROIFeatureCreator||CLASS_INIT||append_data: True, data_path: None, body_parts: ['bodypart15'], config_path: C:/Users/User/Desktop/Tank1b_o1-o2_control/God20/project_folder/project_config.ini
2025-04-02T14:15:16Z|ROIFeatureCreator||CLASS_INIT||append_data: True, data_path: None, body_parts: ['bodypart15'], config_path: C:/Users/User/Desktop/Tank1b_o1-o2_control/God20/project_folder/project_config.ini, animal: Animal_1, cnt: 0, bp: bodypart15
2025-04-02T14:15:47Z|.stdout_success||complete||ROI features analysed for 8 videos
2025-04-02T14:17:47Z|InferenceValidation||CLASS_INIT||clf_path: C:/Users/User/Desktop/validations/Swim.sav, input_file_path: C:/Users/User/Desktop/Tank1b_o1-o2_control/God20/project_folder/csv/features_extracted/6Sept24_Tank1_Dawn_pt1_1080p.csv, config_path: C:/Users/User/Desktop/Tank1b_o1-o2_control/God20/project_folder/project_config.ini
2025-04-02T14:17:54Z|InferenceValidation.stdout_success||complete||Validation predictions generated for "6Sept24_Tank1_Dawn_pt1_1080p" within the project_folder/csv/validation directory
2025-04-02T14:18:08Z|.FrameRangeWarning||warning||Frame -55 is outside of the video frame range: (0-46079).
2025-04-02T14:20:35Z|InferenceValidation||CLASS_INIT||clf_path: C:/Users/User/Desktop/validations/Tense.sav, input_file_path: C:/Users/User/Desktop/Tank1b_o1-o2_control/God20/project_folder/csv/features_extracted/6Sept24_Tank1_Dawn_pt1_1080p.csv, config_path: C:/Users/User/Desktop/Tank1b_o1-o2_control/God20/project_folder/project_config.ini
2025-04-02T14:20:42Z|InferenceValidation.stdout_success||complete||Validation predictions generated for "6Sept24_Tank1_Dawn_pt1_1080p" within the project_folder/csv/validation directory
2025-04-02T14:20:50Z|.FrameRangeWarning||warning||Frame -771 is outside of the video frame range: (0-46079).
2025-04-02T14:21:52Z|InferenceValidation||CLASS_INIT||clf_path: C:/Users/User/Desktop/validations/Rest.sav, input_file_path: C:/Users/User/Desktop/Tank1b_o1-o2_control/God20/project_folder/csv/features_extracted/6Sept24_Tank1_Dawn_pt1_1080p.csv, config_path: C:/Users/User/Desktop/Tank1b_o1-o2_control/God20/project_folder/project_config.ini
2025-04-02T14:21:58Z|InferenceValidation.stdout_success||complete||Validation predictions generated for "6Sept24_Tank1_Dawn_pt1_1080p" within the project_folder/csv/validation directory
2025-04-02T14:23:06Z|InferenceValidation||CLASS_INIT||clf_path: C:/Users/User/Desktop/validations/Hover.sav, input_file_path: C:/Users/User/Desktop/Tank1b_o1-o2_control/God20/project_folder/csv/features_extracted/6Sept24_Tank1_Dawn_pt1_1080p.csv, config_path: C:/Users/User/Desktop/Tank1b_o1-o2_control/God20/project_folder/project_config.ini
2025-04-02T14:23:13Z|InferenceValidation.stdout_success||complete||Validation predictions generated for "6Sept24_Tank1_Dawn_pt1_1080p" within the project_folder/csv/validation directory
2025-04-02T14:26:41Z|SetMachineModelParameters.stdout_success||complete||Model paths/settings saved in project_config.ini
2025-04-02T14:27:00Z|InferenceBatch||CLASS_INIT||minimum_bout_length: None, save_dir: None, features_dir: None, config_path: C:/Users/User/Desktop/Tank1b_o1-o2_control/God20/project_folder/project_config.ini
2025-04-02T14:31:09Z|SimbaProjectPopUp.stdout_success||complete||Loaded project C:/Users/User/Desktop/Tank1b_o1-o2_control/God20/project_folder/project_config.ini
2025-04-02T14:31:14Z|InferenceBatch||CLASS_INIT||minimum_bout_length: None, save_dir: None, features_dir: None, config_path: C:/Users/User/Desktop/Tank1b_o1-o2_control/God20/project_folder/project_config.ini
2025-04-02T14:31:33Z|InferenceBatch.FeatureNumberMismatchError||error||SIMBA FEATURE NUMBER MISMATCH ERROR: Mismatch in the number of features in input file C:/Users/User/Desktop/Tank1b_o1-o2_control\God20\project_folder\csv\features_extracted\6Sept24_Tank1_Dawn_pt2_1080p.csv, and what is expected by the model Hover. The model expects 885 features. The data contains 873 features.
2025-04-02T14:33:21Z|ROIFeatureCreator||CLASS_INIT||append_data: True, data_path: None, body_parts: ['bodypart15'], config_path: C:/Users/User/Desktop/Tank1b_o1-o2_control/God20/project_folder/project_config.ini
2025-04-02T14:33:21Z|ROIFeatureCreator||CLASS_INIT||append_data: True, data_path: None, body_parts: ['bodypart15'], config_path: C:/Users/User/Desktop/Tank1b_o1-o2_control/God20/project_folder/project_config.ini, animal: Animal_1, cnt: 0, bp: bodypart15
2025-04-02T14:33:21Z|ROIFeatureCreator.NoFilesFoundError||error||SIMBA NO FILES FOUND ERROR: Before appending ROI features, make sure each video is represented in both the C:/Users/User/Desktop/Tank1b_o1-o2_control\God20\project_folder\csv\outlier_corrected_movement_location and C:/Users/User/Desktop/Tank1b_o1-o2_control\God20\project_folder\csv\features_extracted directory, you have data files that are only represented in one folder {'7Sept24_Tank1_Dawn_pt2_1080p', '7Sept24_Tank1_Dawn_pt1_1080p'} set()
2025-04-02T14:33:27Z|ROIFeatureCreator||CLASS_INIT||append_data: True, data_path: None, body_parts: ['bodypart15'], config_path: C:/Users/User/Desktop/Tank1b_o1-o2_control/God20/project_folder/project_config.ini
2025-04-02T14:33:27Z|ROIFeatureCreator||CLASS_INIT||append_data: True, data_path: None, body_parts: ['bodypart15'], config_path: C:/Users/User/Desktop/Tank1b_o1-o2_control/God20/project_folder/project_config.ini, animal: Animal_1, cnt: 0, bp: bodypart15
2025-04-02T14:33:27Z|ROIFeatureCreator.NoFilesFoundError||error||SIMBA NO FILES FOUND ERROR: Before appending ROI features, make sure each video is represented in both the C:/Users/User/Desktop/Tank1b_o1-o2_control\God20\project_folder\csv\outlier_corrected_movement_location and C:/Users/User/Desktop/Tank1b_o1-o2_control\God20\project_folder\csv\features_extracted directory, you have data files that are only represented in one folder {'7Sept24_Tank1_Dawn_pt2_1080p', '7Sept24_Tank1_Dawn_pt1_1080p'} set()
2025-04-02T14:53:40Z|ROIFeatureCreator||CLASS_INIT||append_data: True, data_path: None, body_parts: ['bodypart15'], config_path: C:/Users/User/Desktop/Tank1b_o1-o2_control/God20/project_folder/project_config.ini
2025-04-02T14:53:40Z|ROIFeatureCreator||CLASS_INIT||append_data: True, data_path: None, body_parts: ['bodypart15'], config_path: C:/Users/User/Desktop/Tank1b_o1-o2_control/God20/project_folder/project_config.ini, animal: Animal_1, cnt: 0, bp: bodypart15
2025-04-02T14:54:12Z|.stdout_success||complete||ROI features analysed for 8 videos
2025-04-02T14:54:54Z|InferenceBatch||CLASS_INIT||minimum_bout_length: None, save_dir: None, features_dir: None, config_path: C:/Users/User/Desktop/Tank1b_o1-o2_control/God20/project_folder/project_config.ini
2025-04-02T14:56:11Z|InferenceBatch.stdout_success||complete||Machine predictions complete. Files saved in C:/Users/User/Desktop/Tank1b_o1-o2_control\God20\project_folder\csv\machine_results directory
2025-04-02T14:57:10Z|InferenceValidation||CLASS_INIT||clf_path: C:/Users/User/Desktop/validations/Tense.sav, input_file_path: C:/Users/User/Desktop/Tank1b_o1-o2_control/God20/project_folder/csv/features_extracted/7Sept24_Tank1_Dawn_pt1_1080p.csv, config_path: C:/Users/User/Desktop/Tank1b_o1-o2_control/God20/project_folder/project_config.ini
2025-04-02T14:57:17Z|InferenceValidation.stdout_success||complete||Validation predictions generated for "7Sept24_Tank1_Dawn_pt1_1080p" within the project_folder/csv/validation directory
2025-04-02T14:58:06Z|InferenceValidation||CLASS_INIT||clf_path: C:/Users/User/Desktop/validations/Swim.sav, input_file_path: C:/Users/User/Desktop/Tank1b_o1-o2_control/God20/project_folder/csv/features_extracted/7Sept24_Tank1_Dawn_pt1_1080p.csv, config_path: C:/Users/User/Desktop/Tank1b_o1-o2_control/God20/project_folder/project_config.ini
2025-04-02T14:58:10Z|read_df.InvalidFileTypeError||error||SIMBA INVALID FILE TYPE ERROR: C:/Users/User/Desktop/Tank1b_o1-o2_control\God20\project_folder\csv\validation\7Sept24_Tank1_Dawn_pt1_1080p.csv is not a valid CSV file
2025-04-02T14:58:14Z|InferenceValidation.stdout_success||complete||Validation predictions generated for "7Sept24_Tank1_Dawn_pt1_1080p" within the project_folder/csv/validation directory
2025-04-02T15:02:48Z|InferenceValidation||CLASS_INIT||clf_path: C:/Users/User/Desktop/validations/Rest.sav, input_file_path: C:/Users/User/Desktop/Tank1b_o1-o2_control/God20/project_folder/csv/features_extracted/7Sept24_Tank1_Dawn_pt1_1080p.csv, config_path: C:/Users/User/Desktop/Tank1b_o1-o2_control/God20/project_folder/project_config.ini
2025-04-02T15:02:55Z|InferenceValidation.stdout_success||complete||Validation predictions generated for "7Sept24_Tank1_Dawn_pt1_1080p" within the project_folder/csv/validation directory
2025-04-02T15:05:17Z|InferenceValidation||CLASS_INIT||clf_path: C:/Users/User/Desktop/validations/Hover.sav, input_file_path: C:/Users/User/Desktop/Tank1b_o1-o2_control/God20/project_folder/csv/features_extracted/7Sept24_Tank1_Dawn_pt1_1080p.csv, config_path: C:/Users/User/Desktop/Tank1b_o1-o2_control/God20/project_folder/project_config.ini
2025-04-02T15:05:25Z|InferenceValidation.stdout_success||complete||Validation predictions generated for "7Sept24_Tank1_Dawn_pt1_1080p" within the project_folder/csv/validation directory
2025-04-02T15:08:27Z|SetMachineModelParameters.stdout_success||complete||Model paths/settings saved in project_config.ini
2025-04-02T15:08:33Z|InferenceBatch||CLASS_INIT||minimum_bout_length: None, save_dir: None, features_dir: None, config_path: C:/Users/User/Desktop/Tank1b_o1-o2_control/God20/project_folder/project_config.ini
2025-04-02T15:09:02Z|InferenceBatch.stdout_success||complete||Machine predictions complete. Files saved in C:/Users/User/Desktop/Tank1b_o1-o2_control\God20\project_folder\csv\machine_results directory
2025-04-09T16:57:05Z|SimbaProjectPopUp.stdout_success||complete||Loaded project C:/Users/User/Desktop/Tank1b_o1-o2_control/God20/project_folder/project_config.ini
2025-04-09T16:57:29Z|Smoothing||CLASS_INIT||copy_originals: True, multi_index_df_headers: False, method: savitzky-golay, time_window: 200, data_path: C:/Users/User/Desktop/Tank1b_o1-o2_control/God20/project_folder/csv/input_csv/processed, config_path: C:/Users/User/Desktop/Tank1b_o1-o2_control/God20/project_folder/project_config.ini
2025-04-09T16:57:33Z|Smoothing.stdout_success||complete||8 data file(s) smoothened using savitzky-golay method and 200 time-window. Originals saved in C:/Users/User/Desktop/Tank1b_o1-o2_control/God20/project_folder/csv/input_csv/processed\Pre_savitzky-golay_200_smoothing_20250409165729 directory.
2025-04-09T16:58:48Z|.stdout_success||complete||Skipped outlier correction for 8 files
2025-04-09T17:10:25Z|SimbaProjectPopUp.stdout_success||complete||Custom feature extraction complete!
2025-04-09T17:36:14Z|InferenceValidation||CLASS_INIT||clf_path: C:/Users/User/Desktop/validations/Relax.sav, input_file_path: C:/Users/User/Desktop/Tank1b_o1-o2_control/God20/project_folder/csv/features_extracted/6Sept24_Tank1_Dawn_pt1_1080p.csv, config_path: C:/Users/User/Desktop/Tank1b_o1-o2_control/God20/project_folder/project_config.ini
2025-04-09T17:36:16Z|InferenceValidation.FeatureNumberMismatchError||error||SIMBA FEATURE NUMBER MISMATCH ERROR: Mismatch in the number of features in input file C:/Users/User/Desktop/Tank1b_o1-o2_control/God20/project_folder/csv/features_extracted/6Sept24_Tank1_Dawn_pt1_1080p.csv, and what is expected by the model Relax. The model expects 893 features. The data contains 859 features.
2025-04-09T17:36:19Z|.InvalidInputError||error||SIMBA VALUE ERROR: The classifier Relax is not a classifier in the SimBA project: ['Hover', 'Rest', 'Swim', 'Tense']
2025-04-09T17:36:21Z|.InvalidInputError||error||SIMBA VALUE ERROR: The classifier Relax is not a classifier in the SimBA project: ['Hover', 'Rest', 'Swim', 'Tense']
2025-04-09T17:36:22Z|.InvalidInputError||error||SIMBA VALUE ERROR: The classifier Relax is not a classifier in the SimBA project: ['Hover', 'Rest', 'Swim', 'Tense']
2025-04-09T17:36:23Z|.InvalidInputError||error||SIMBA VALUE ERROR: The classifier Relax is not a classifier in the SimBA project: ['Hover', 'Rest', 'Swim', 'Tense']
2025-04-09T17:40:42Z|ROIFeatureCreator||CLASS_INIT||append_data: True, data_path: None, body_parts: ['bodypart2', 'bodypart16', 'Fish_mid'], config_path: C:/Users/User/Desktop/Tank1b_o1-o2_control/God20/project_folder/project_config.ini
2025-04-09T17:40:42Z|ROIFeatureCreator||CLASS_INIT||append_data: True, data_path: None, body_parts: ['bodypart2', 'bodypart16', 'Fish_mid'], config_path: C:/Users/User/Desktop/Tank1b_o1-o2_control/God20/project_folder/project_config.ini, animal: Animal_1, cnt: 2, bp: Fish_mid
2025-04-09T17:41:20Z|.stdout_success||complete||ROI features analysed for 8 videos
2025-04-09T17:41:37Z|InferenceValidation||CLASS_INIT||clf_path: C:/Users/User/Desktop/validations/Relax.sav, input_file_path: C:/Users/User/Desktop/Tank1b_o1-o2_control/God20/project_folder/csv/features_extracted/6Sept24_Tank1_Dawn_pt1_1080p.csv, config_path: C:/Users/User/Desktop/Tank1b_o1-o2_control/God20/project_folder/project_config.ini
2025-04-09T17:41:38Z|InferenceValidation.BodypartColumnNotFoundWarning||warning||SimBA could not drop body-part coordinates, some body-part names are missing in dataframe. SimBA expected the following body-parts, that could not be found inside the file: ['Fish_mid_p']
2025-04-09T17:41:41Z|.InvalidInputError||error||SIMBA VALUE ERROR: The classifier Relax is not a classifier in the SimBA project: ['Hover', 'Rest', 'Swim', 'Tense']
2025-04-09T17:41:44Z|.InvalidInputError||error||SIMBA VALUE ERROR: The classifier Relax is not a classifier in the SimBA project: ['Hover', 'Rest', 'Swim', 'Tense']
2025-04-09T17:41:44Z|InferenceValidation.stdout_success||complete||Validation predictions generated for "6Sept24_Tank1_Dawn_pt1_1080p" within the project_folder/csv/validation directory
2025-04-09T17:41:45Z|.InvalidInputError||error||SIMBA VALUE ERROR: The classifier Relax is not a classifier in the SimBA project: ['Hover', 'Rest', 'Swim', 'Tense']
2025-04-09T17:41:45Z|.InvalidInputError||error||SIMBA VALUE ERROR: The classifier Relax is not a classifier in the SimBA project: ['Hover', 'Rest', 'Swim', 'Tense']
2025-04-09T17:41:46Z|.InvalidInputError||error||SIMBA VALUE ERROR: The classifier Relax is not a classifier in the SimBA project: ['Hover', 'Rest', 'Swim', 'Tense']
2025-04-09T17:41:47Z|.InvalidInputError||error||SIMBA VALUE ERROR: The classifier Relax is not a classifier in the SimBA project: ['Hover', 'Rest', 'Swim', 'Tense']
2025-04-09T17:41:47Z|.InvalidInputError||error||SIMBA VALUE ERROR: The classifier Relax is not a classifier in the SimBA project: ['Hover', 'Rest', 'Swim', 'Tense']
2025-04-09T17:41:47Z|.InvalidInputError||error||SIMBA VALUE ERROR: The classifier Relax is not a classifier in the SimBA project: ['Hover', 'Rest', 'Swim', 'Tense']
2025-04-09T17:42:02Z|AddClfPopUp.stdout_success||complete||Relax classifier added to SimBA project
2025-04-09T17:42:07Z|InferenceValidation||CLASS_INIT||clf_path: C:/Users/User/Desktop/validations/Relax.sav, input_file_path: C:/Users/User/Desktop/Tank1b_o1-o2_control/God20/project_folder/csv/features_extracted/6Sept24_Tank1_Dawn_pt1_1080p.csv, config_path: C:/Users/User/Desktop/Tank1b_o1-o2_control/God20/project_folder/project_config.ini
